,Attrition,Department,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Salary
1407,No,Research & Development,1,Research Scientist,29290,12,8,1,2.0,1.0,2.7614364135407135,1,3,low
1408,No,Research & Development,2,Research Director,22750,13,6,1,2.0,2.0,3.0,4,3,low
1409,No,Research & Development,2,Sales Executive,78790,11,5,0,3.0,3.0,3.0,3,3,medium
1410,No,Sales,5,Research Scientist,49300,14,1,0,4.0,3.0,3.0,3,3,low
1411,No,Human Resources,1,Manufacturing Director,78470,14,7,1,4.0,4.0,1.0,4,3,medium
1412,No,Research & Development,1,Manager,44010,13,2,2,3.0,1.0,3.0,2,3,low
1413,No,Research & Development,2,Sales Executive,92410,19,7,1,4.0,4.0,3.0,3,3,medium
1414,No,Research & Development,4,Sales Representative,29740,23,5,2,4.0,3.0,4.0,3,4,low
1415,No,Research & Development,1,Laboratory Technician,45020,12,7,3,3.0,4.0,4.0,2,3,low
1416,Yes,Sales,3,Research Scientist,107480,15,1,0,2.0,1.0,3.0,3,3,high
1417,Yes,Sales,2,Research Scientist,15550,19,10,1,2.0,4.0,2.0,3,3,low
1418,No,Research & Development,4,Healthcare Representative,129360,11,4,2,4.0,2.0,2.0,3,3,high
1419,No,Research & Development,2,Laboratory Technician,23050,17,8,1,2.0,4.0,3.0,3,3,low
1420,No,Research & Development,1,Manufacturing Director,167040,22,3,0,4.0,4.0,1.0,4,4,high
1421,No,Research & Development,5,Research Scientist,34330,18,4,0,4.0,1.0,3.0,3,3,low
1422,Yes,Research & Development,1,Healthcare Representative,34770,11,14,9,4.0,4.0,2.0,4,3,low
1423,No,Research & Development,2,Healthcare Representative,64300,12,11,5,3.0,3.0,3.0,2,3,medium
1424,No,Research & Development,1,Laboratory Technician,65160,19,7,0,4.0,3.0,3.0,3,3,medium
1425,No,Research & Development,1,Manufacturing Director,39070,13,10,4,2.0,2.0,1.0,3,3,low
1426,Yes,Research & Development,2,Research Scientist,55620,13,5,0,4.0,1.0,3.0,2,3,medium
1427,No,Research & Development,2,Human Resources,68830,19,1,0,4.0,4.0,3.0,2,3,medium
1428,Yes,Sales,2,Healthcare Representative,28620,14,6,0,3.0,1.0,2.0,2,3,low
1429,Yes,Research & Development,1,Sales Executive,49780,13,6,1,3.0,3.0,2.0,2,3,low
1430,No,Research & Development,2,Research Scientist,103680,12,19,12,4.0,4.0,3.0,3,3,high
1431,No,Sales,2,Laboratory Technician,61340,19,6,0,4.0,1.0,3.0,2,3,medium
1432,No,Research & Development,1,Healthcare Representative,67350,25,13,3,4.0,2.0,4.0,2,4,medium
1433,No,Sales,3,Sales Executive,32950,22,3,1,3.0,2.0,3.0,3,4,low
1434,No,Sales,2,Laboratory Technician,52380,15,10,0,2.0,4.0,3.0,3,3,medium
1435,No,Research & Development,4,Laboratory Technician,64720,12,16,5,1.0,3.0,2.0,3,3,medium
1436,No,Sales,3,Research Scientist,96100,11,5,1,3.0,3.0,3.0,2,3,medium
1437,No,Research & Development,3,Manager,198330,13,1,0,3.0,4.0,3.0,3,3,high
1438,No,Sales,2,Laboratory Technician,97560,19,9,5,1.0,4.0,3.0,3,3,medium
1439,No,Sales,1,Sales Executive,49680,19,11,4,2.0,4.0,3.0,3,3,low
1440,No,Research & Development,1,Sales Executive,21450,13,10,0,3.0,3.0,4.0,2,3,low
1441,Yes,Research & Development,1,Research Scientist,21800,21,4,0,3.0,4.0,2.0,3,4,low
1442,No,Research & Development,4,Manager,83460,14,2,2,3.0,4.0,2.0,3,3,medium
1443,No,Research & Development,2,Sales Executive,34450,11,22,11,3.0,4.0,3.0,3,3,low
1444,No,Research & Development,1,Healthcare Representative,27600,11,2,2,2.0,3.0,2.0,4,3,low
1445,No,Research & Development,2,Sales Executive,62940,23,7,0,4.0,4.0,2.0,4,4,medium
1446,Yes,Sales,1,Research Scientist,71400,21,5,0,3.0,4.0,1.0,2,4,medium
1447,No,Sales,2,Manufacturing Director,29320,24,17,1,4.0,4.0,3.0,3,4,low
1448,Yes,Sales,2,Manager,51470,11,9,1,1.0,1.0,4.0,3,3,medium
1449,No,Research & Development,1,Sales Executive,45070,14,33,15,1.0,3.0,4.0,2,3,low
1450,No,Human Resources,3,Manufacturing Director,85640,16,4,1,3.0,2.0,3.0,2,3,medium
1451,Yes,Sales,3,Healthcare Representative,24680,11,3,1,4.0,3.0,1.0,3,3,low
1452,No,Sales,2,Research Director,81610,12,3,1,3.0,3.0,3.0,4,3,medium
1453,No,Sales,4,Research Scientist,21090,13,3,2,3.0,4.0,3.0,2,3,low
1454,No,Sales,2,Laboratory Technician,52940,15,1,0,3.0,1.0,2.0,2,3,medium
1455,No,Research & Development,1,Manufacturing Director,27180,14,9,4,1.0,4.0,3.0,2,3,low
1456,No,Research & Development,2,Sales Representative,58110,14,24,1,3.0,4.0,3.0,2,3,medium
1457,No,Research & Development,1,Research Scientist,24370,14,2,2,2.0,3.0,3.0,4,3,low
1458,No,Research & Development,1,Sales Executive,27660,12,2,0,3.0,4.0,2.0,3,3,low
1459,No,Research & Development,1,Sales Executive,190380,13,11,5,4.0,1.0,3.0,2,3,high
1460,No,Research & Development,2,Manufacturing Director,30550,14,3,0,3.0,1.0,2.0,3,3,low
1461,No,Sales,3,Research Scientist,22890,13,3,0,1.0,3.0,3.0,2,3,low
1462,Yes,Sales,1,Laboratory Technician,40010,11,1,0,1.0,3.0,3.0,3,3,low
1463,No,Research & Development,1,Manufacturing Director,129650,19,19,11,3.0,3.0,3.0,3,3,high
1464,No,Sales,2,Human Resources,35390,18,6,1,3.0,4.0,3.0,2,3,low
1465,No,Research & Development,1,Research Scientist,60290,17,3,0,4.0,1.0,3.0,3,3,medium
1466,No,Research & Development,1,Laboratory Technician,26790,15,3,0,4.0,4.0,3.0,2,3,low
1467,No,Research & Development,2,Sales Executive,37020,20,4,1,1.0,3.0,3.0,3,4,low
1468,No,Sales,1,Laboratory Technician,23980,14,9,7,4.0,2.728246013667426,3.0,2,3,low
1469,No,Research & Development,2,Laboratory Technician,54680,12,21,3,1.0,3.0,3.0,4,3,medium
1470,No,Sales,1,Healthcare Representative,131160,11,1,0,3.0,4.0,2.7614364135407135,3,3,high
1471,Yes,Research & Development,1,Research Scientist,41890,23,5,1,3.0,2.0,4.0,2,4,low
1472,No,Research & Development,4,Sales Executive,193280,15,5,0,2.0,2.0,1.0,3,3,high
1473,No,Research & Development,3,Human Resources,83210,11,8,7,4.0,4.0,3.0,2,3,medium
1474,No,Research & Development,1,Sales Executive,23420,12,6,0,4.0,1.0,3.0,3,3,low
1475,No,Research & Development,4,Research Director,40710,13,7,7,3.0,2.0,2.0,3,3,low
1476,Yes,Research & Development,2,Sales Executive,58130,20,0,0,2.7236031927023947,3.0,1.0,3,4,medium
1477,No,Research & Development,2,Sales Executive,31430,22,0,0,1.0,2.0,3.0,3,4,low
1478,No,Research & Development,3,Laboratory Technician,20440,21,9,7,2.0,4.0,3.0,3,4,low
1479,No,Research & Development,4,Laboratory Technician,134640,13,6,1,2.0,1.0,3.0,3,3,high
1480,No,Research & Development,2,Laboratory Technician,79910,13,20,4,3.0,4.0,3.0,2,3,medium
1481,No,Research & Development,1,Laboratory Technician,33770,12,15,10,4.0,4.0,3.0,3,3,low
1482,No,Research & Development,1,Sales Executive,55380,17,36,4,4.0,1.0,3.0,3,3,medium
1483,Yes,Research & Development,1,Research Scientist,57620,11,10,9,1.0,2.0,2.0,2,3,medium
1484,No,Research & Development,1,Manufacturing Director,25920,14,5,0,4.0,4.0,2.0,3,3,low
1485,No,Research & Development,2,Healthcare Representative,53460,11,5,0,3.0,4.0,4.0,3,3,medium
1486,No,Research & Development,1,Laboratory Technician,42130,12,3,1,4.0,3.0,4.0,2,3,low
1487,No,Research & Development,2,Sales Executive,41270,13,5,0,1.0,4.0,3.0,3,3,low
1488,No,Sales,1,Sales Representative,24380,16,7,6,2.0,2.0,2.0,2,3,low
1489,No,Research & Development,1,Manager,68700,11,8,7,1.0,1.0,3.0,3,3,medium
1490,No,Research & Development,2,Laboratory Technician,104470,18,6,1,3.0,2.0,1.0,3,3,high
1491,No,Sales,1,Research Scientist,96670,23,10,1,1.0,2.0,2.0,2,4,medium
1492,No,Research & Development,2,Research Scientist,21480,11,5,1,3.0,3.0,2.0,3,3,low
1493,No,Research & Development,1,Manufacturing Director,89260,14,20,11,2.0,3.0,3.0,1,3,medium
1494,No,Research & Development,1,Laboratory Technician,65130,11,10,0,2.0,4.0,2.0,3,3,medium
1495,No,Research & Development,1,Research Scientist,67990,11,10,0,2.0,4.0,3.0,3,3,medium
1496,No,Research & Development,1,Manager,162910,22,5,3,1.0,1.0,3.0,3,4,high
1497,No,Sales,1,Research Scientist,27050,11,17,5,4.0,4.0,3.0,3,3,low
1498,Yes,Research & Development,2,Research Scientist,103330,14,1,0,4.0,3.0,1.0,2,3,high
1499,No,Sales,1,Manager,44480,12,2,1,4.0,4.0,3.0,2,3,low
1500,Yes,Research & Development,3,Research Scientist,68540,11,3,0,1.0,2.0,3.0,2,3,medium
1501,No,Research & Development,1,Human Resources,96370,13,5,0,4.0,4.0,3.0,2,3,medium
1502,No,Research & Development,2,Research Scientist,35910,13,3,1,3.0,1.0,3.0,3,3,low
1503,No,Sales,3,Sales Executive,54050,14,8,7,3.0,2.0,3.0,3,3,medium
1504,No,Research & Development,1,Sales Executive,46840,16,2,2,4.0,2.0,2.0,3,3,low
1505,Yes,Research & Development,2,Manager,157870,12,8,7,4.0,4.0,3.0,3,3,high
1506,No,Sales,1,Laboratory Technician,15140,14,4,1,2.0,4.0,2.0,3,3,low
1507,No,Sales,3,Research Director,29560,13,20,4,3.0,2.0,4.0,3,3,low
1508,Yes,Research & Development,1,Sales Executive,23350,14,0,0,3.0,3.0,3.0,2,3,low
1509,No,Sales,1,Laboratory Technician,51540,19,11,6,3.0,2.0,2.0,2,3,medium
1510,No,Research & Development,3,Sales Executive,69620,12,1,0,3.0,4.0,3.0,2,3,medium
1511,No,Research & Development,2,Laboratory Technician,56750,13,4,1,4.0,2.0,3.0,2,3,medium
1512,No,Research & Development,1,Laboratory Technician,23790,12,22,0,4.0,2.0,3.0,3,3,low
1513,No,Sales,1,Research Scientist,38120,15,0,0,4.0,3.0,3.0,3,3,low
1514,No,Research & Development,1,Sales Representative,46480,23,8,0,2.0,1.0,3.0,2,4,low
1515,No,Research & Development,1,Manufacturing Director,29360,12,8,7,2.0,4.0,2.0,3,3,low
1516,No,Sales,2,Human Resources,21050,20,18,3,3.0,4.0,2.0,3,4,low
1517,No,Research & Development,1,Sales Executive,85780,21,9,0,2.0,2.0,3.0,3,4,medium
1518,No,Sales,2,Laboratory Technician,27060,21,13,4,4.0,3.0,2.0,3,4,low
1519,No,Research & Development,3,Research Scientist,63840,19,10,0,1.0,2.0,3.0,2,3,medium
1520,No,Research & Development,2,Manufacturing Director,39680,13,5,1,4.0,3.0,3.0,2,3,low
1521,No,Research & Development,3,Research Scientist,99070,13,5,0,3.0,4.0,3.0,2,3,medium
1522,No,Sales,2,Sales Executive,132250,21,2,1,1.0,1.0,3.0,3,4,high
1523,No,Research & Development,1,Sales Executive,35400,13,24,9,1.0,1.0,3.0,3,3,low
1524,No,Sales,2,Research Scientist,28040,19,2,2,3.0,4.0,1.0,3,3,low
1525,No,Research & Development,4,Research Director,193920,12,10,8,4.0,2.0,3.0,3,3,high
1526,No,Sales,1,Sales Executive,196650,22,21,11,3.0,1.0,3.0,3,4,high
1527,No,Research & Development,4,Research Scientist,24390,15,8,1,3.0,4.0,3.0,3,3,low
1528,No,Research & Development,3,Manufacturing Director,73140,22,7,0,3.0,3.0,3.0,3,4,medium
1529,Yes,Research & Development,2,Research Scientist,47740,18,8,7,3.0,2.0,2.0,3,3,low
1530,No,Research & Development,3,Research Scientist,39020,22,4,1,3.0,2.0,2.0,3,4,low
1531,No,Research & Development,3,Research Scientist,26620,11,13,11,3.0,2.0,3.0,4,3,low
1532,No,Research & Development,4,Research Director,28560,12,5,0,4.0,3.0,3.0,4,3,low
1533,No,Sales,2,Healthcare Representative,10810,11,7,1,4.0,4.0,2.7614364135407135,4,3,low
1534,No,Research & Development,2,Healthcare Representative,24720,13,7,0,1.0,4.0,2.0,3,3,low
1535,Yes,Research & Development,1,Sales Executive,56730,14,3,2,1.0,4.0,2.0,2,3,medium
1536,No,Research & Development,4,Research Director,41970,13,10,1,4.0,4.0,3.0,3,3,low
1537,No,Research & Development,1,Manager,97130,17,10,8,3.0,3.0,3.0,2,3,medium
1538,No,Research & Development,1,Research Scientist,20620,13,21,13,3.0,4.0,3.0,3,3,low
1539,Yes,Research & Development,1,Laboratory Technician,42840,17,1,0,4.0,3.0,2.0,3,3,low
1540,No,Sales,4,Research Scientist,47880,11,7,0,2.0,4.0,2.0,3,3,low
1541,No,Research & Development,2,Healthcare Representative,59060,23,3,1,4.0,3.0,3.0,4,4,medium
1542,No,Research & Development,5,Research Director,38860,17,9,0,3.0,3.0,4.0,3,3,low
1543,No,Research & Development,1,Research Director,168230,17,5,1,3.0,2.0,3.0,3,3,high
1544,No,Research & Development,2,Research Scientist,29330,12,4,0,4.0,3.0,2.0,3,3,low
1545,No,Research & Development,2,Manager,65000,23,1,0,3.0,1.0,2.0,3,4,medium
1546,No,Sales,1,Sales Executive,171740,14,10,9,4.0,4.0,3.0,3,3,high
1547,No,Research & Development,4,Research Scientist,50330,14,4,0,2.0,4.0,2.0,3,3,medium
1548,Yes,Research & Development,1,Research Scientist,23070,13,7,0,2.0,1.0,2.0,3,3,low
1549,No,Human Resources,3,Sales Representative,25870,22,3,2,2.0,4.0,3.0,3,4,low
1550,No,Research & Development,2,Research Scientist,55070,12,10,1,4.0,3.0,3.0,2,3,medium
1551,No,Research & Development,1,Manager,43930,18,8,0,2.0,2.0,3.0,2,3,low
1552,No,Sales,2,Healthcare Representative,133480,14,6,0,4.0,4.0,2.0,3,3,high
1553,No,Research & Development,1,Laboratory Technician,65830,12,11,2,3.0,4.0,3.0,3,3,medium
1554,No,Research & Development,3,Manager,81030,15,11,4,3.0,4.0,2.0,3,3,medium
1555,No,Research & Development,3,Sales Executive,39780,11,7,1,4.0,2.0,3.0,3,3,low
1556,No,Sales,3,Manager,25440,13,16,0,3.0,2.0,3.0,4,3,low
1557,No,Research & Development,1,Manufacturing Director,53990,23,4,0,3.0,4.0,2.0,2,4,medium
1558,No,Research & Development,1,Laboratory Technician,54870,19,5,1,4.0,2.0,3.0,3,3,medium
1559,No,Sales,2,Laboratory Technician,68340,16,0,0,2.0,3.0,3.0,4,3,medium
1560,No,Research & Development,1,Manager,10910,22,1,0,1.0,4.0,3.0,1,4,low
1561,No,Sales,2,Human Resources,57360,22,4,0,4.0,3.0,2.0,2,4,medium
1562,No,Sales,3,Research Scientist,22260,12,3,1,3.0,3.0,3.0,2,3,low
1563,No,Research & Development,2,Research Scientist,57470,13,8,0,3.0,2.0,3.0,3,3,medium
1564,No,Sales,4,Sales Executive,98540,16,0,0,1.0,3.0,1.0,2,3,medium
1565,No,Research & Development,2,Manufacturing Director,54670,12,7,6,3.0,1.0,3.0,3,3,medium
1566,No,Sales,1,Healthcare Representative,53800,21,2,2,4.0,3.0,4.0,3,4,medium
1567,No,Sales,5,Laboratory Technician,51510,15,8,7,3.0,3.0,3.0,3,3,medium
1568,No,Sales,1,Laboratory Technician,21330,13,1,0,1.0,4.0,3.0,3,3,low
1569,Yes,Research & Development,4,Manufacturing Director,178750,12,3,1,1.0,2.0,3.0,2,3,high
1570,No,Human Resources,2,Laboratory Technician,24320,22,1,0,4.0,4.0,3.0,1,4,low
1571,No,Research & Development,2,Research Scientist,47710,13,13,1,1.0,4.0,3.0,3,3,low
1572,No,Research & Development,5,Research Scientist,191610,18,3,1,4.0,3.0,3.0,1,3,high
1573,No,Research & Development,2,Sales Executive,50870,14,7,1,4.0,3.0,3.0,3,3,medium
1574,No,Research & Development,2,Manager,28630,14,3,2,1.0,4.0,2.0,1,3,low
1575,Yes,Human Resources,5,Manager,55610,21,1,0,4.0,3.0,3.0,1,4,medium
1576,No,Research & Development,4,Research Scientist,21440,19,5,0,3.0,1.0,3.0,4,3,low
1577,No,Sales,2,Laboratory Technician,30650,11,1,0,3.0,3.0,4.0,3,3,low
1578,Yes,Research & Development,1,Research Scientist,28100,11,8,7,1.0,2.0,3.0,4,3,low
1579,No,Research & Development,3,Laboratory Technician,98880,15,4,1,4.0,4.0,3.0,3,3,medium
1580,Yes,Research & Development,1,Healthcare Representative,86280,20,6,1,3.0,3.0,3.0,2,4,medium
1581,No,Research & Development,4,Human Resources,28670,24,2,2,3.0,2.0,3.0,3,4,low
1582,Yes,Human Resources,1,Laboratory Technician,53730,12,1,0,3.0,2.0,3.0,3,3,medium
1583,No,Research & Development,2,Research Director,66670,12,3,1,4.0,4.0,3.0,4,3,medium
1584,No,Research & Development,3,Sales Executive,50030,15,1,0,3.0,2.0,3.0,3,3,medium
1585,No,Sales,1,Sales Executive,23670,12,5,0,4.0,2.0,3.0,3,3,low
1586,No,Research & Development,3,Manager,28580,12,7,0,2.0,4.0,3.0,2,3,low
1587,No,Sales,2,Manufacturing Director,52040,14,5,0,2.0,3.0,3.0,3,3,medium
1588,No,Research & Development,1,Sales Executive,41050,22,7,0,3.0,4.0,2.0,3,4,low
1589,No,Sales,1,Sales Executive,96790,12,2,2,4.0,3.0,3.0,3,3,medium
1590,Yes,Research & Development,1,Sales Representative,56170,25,5,0,1.0,4.0,2.0,3,4,medium
1591,No,Sales,1,Laboratory Technician,104480,13,5,1,3.0,4.0,3.0,3,3,high
1592,No,Research & Development,5,Manager,28970,18,5,0,4.0,3.0,4.0,3,3,low
1593,No,Research & Development,2,Manager,59680,13,1,0,3.0,2.0,3.0,3,3,medium
1594,Yes,Sales,2,Manager,75100,18,6,0,3.0,1.0,3.0,3,3,medium
1595,No,Research & Development,1,Research Scientist,29910,19,2,1,1.0,2.0,3.0,2,3,low
1596,No,Research & Development,5,Healthcare Representative,196360,12,10,9,2.0,3.0,2.7614364135407135,3,3,high
1597,Yes,Sales,3,Research Scientist,11290,19,1,0,3.0,4.0,3.0,2,3,low
1598,No,Research & Development,1,Sales Executive,133410,14,18,12,4.0,1.0,2.0,3,3,high
1599,No,Research & Development,3,Research Scientist,43320,14,5,1,4.0,2.0,3.0,2,3,low
1600,No,Research & Development,4,Manager,110310,12,5,1,2.0,1.0,3.0,2,3,high
1601,No,Sales,3,Sales Executive,44400,11,1,0,3.0,2.0,2.0,2,3,low
1602,No,Sales,1,Sales Executive,46170,11,25,3,1.0,2.0,3.0,3,3,low
1603,No,Sales,1,Laboratory Technician,26470,13,1,0,2.0,3.0,3.0,2,3,low
1604,No,Human Resources,2,Manufacturing Director,63230,23,4,1,1.0,1.0,2.0,2,4,medium
1605,No,Research & Development,1,Laboratory Technician,56770,20,3,1,3.0,3.0,3.0,3,4,medium
1606,No,Research & Development,3,Sales Executive,21870,15,13,3,2.0,1.0,1.0,2,3,low
1607,No,Sales,1,Manufacturing Director,37480,14,3,1,4.0,4.0,3.0,2,3,low
1608,No,Sales,2,Sales Representative,39770,18,5,0,3.0,3.0,3.0,3,3,low
1609,No,Human Resources,1,Manufacturing Director,86330,19,5,1,2.0,4.0,3.0,4,3,medium
1610,No,Research & Development,3,Laboratory Technician,20080,22,13,10,2.0,3.0,3.0,2,4,low
1611,No,Research & Development,3,Laboratory Technician,44400,13,4,3,4.0,1.0,3.0,3,3,low
1612,No,Research & Development,1,Sales Executive,30670,20,21,1,2.0,3.0,3.0,1,4,low
1613,No,Research & Development,3,Sales Executive,53210,14,7,7,3.0,1.0,2.0,3,3,medium
1614,No,Sales,2,Manufacturing Director,54100,17,5,4,2.0,3.0,3.0,3,3,medium
1615,No,Research & Development,3,Research Scientist,27820,14,10,0,2.0,1.0,3.0,2,3,low
1616,No,Research & Development,3,Healthcare Representative,119570,13,10,1,3.0,1.0,3.0,2,3,high
1617,Yes,Research & Development,3,Laboratory Technician,26600,13,2,0,1.0,1.0,3.0,3,3,low
1618,No,Research & Development,2,Sales Representative,33750,21,5,0,4.0,3.0,3.0,2,4,low
1619,No,Research & Development,1,Sales Executive,50980,14,2,0,1.0,4.0,2.0,3,3,medium
1620,No,Research & Development,2,Research Scientist,48780,11,5,1,4.0,4.0,1.0,3,3,low
1621,No,Sales,2,Healthcare Representative,28370,13,5,0,1.0,3.0,3.0,2,3,low
1622,No,Sales,1,Sales Executive,24060,20,5,0,3.0,4.0,3.0,3,4,low
1623,No,Research & Development,1,Manufacturing Director,22690,18,29,11,1.0,1.0,1.0,3,3,low
1624,No,Sales,1,Sales Executive,41080,14,10,0,3.0,3.0,2.0,2,3,low
1625,No,Research & Development,4,Sales Executive,132060,13,6,0,4.0,4.0,4.0,3,3,high
1626,Yes,Research & Development,1,Research Scientist,104220,17,5,1,1.0,2.0,3.0,2,3,high
1627,Yes,Research & Development,2,Research Scientist,137440,20,2,1,4.0,3.0,2.0,3,4,high
1628,No,Sales,2,Sales Executive,49070,11,1,0,4.0,4.0,3.0,3,3,low
1629,No,Sales,1,Sales Executive,34820,18,20,1,3.0,3.0,3.0,2,3,low
1630,No,Research & Development,4,Healthcare Representative,24360,24,3,0,1.0,4.0,1.0,4,4,low
1631,No,Research & Development,2,Sales Executive,23800,18,5,1,3.0,4.0,1.0,2,3,low
1632,No,Research & Development,3,Manufacturing Director,194310,11,10,0,2.0,3.0,3.0,3,3,high
1633,Yes,Research & Development,3,Research Scientist,17900,16,2,1,3.0,2.0,4.0,2,3,low
1634,Yes,Research & Development,1,Sales Executive,76440,15,1,0,1.0,4.0,4.0,3,3,medium
1635,No,Research & Development,3,Research Scientist,51310,15,9,7,3.0,1.0,3.0,3,3,medium
1636,No,Research & Development,4,Research Scientist,63060,12,1,0,1.0,4.0,2.0,3,3,medium
1637,No,Sales,3,Manager,47870,12,27,15,2.0,3.0,3.0,3,3,low
1638,No,Sales,3,Laboratory Technician,188800,22,11,6,3.0,4.0,2.0,3,4,high
1639,No,Research & Development,4,Laboratory Technician,23390,20,18,13,3.0,1.0,4.0,3,4,low
1640,No,Research & Development,5,Manufacturing Director,135700,16,5,0,1.0,4.0,3.0,2,3,high
1641,No,Sales,1,Laboratory Technician,67120,21,3,0,1.0,3.0,1.0,2,4,medium
1642,No,Research & Development,2,Laboratory Technician,54060,12,5,4,4.0,3.0,3.0,3,3,medium
1643,No,Research & Development,2,Human Resources,89380,11,1,0,3.0,3.0,3.0,3,3,medium
1644,No,Sales,1,Laboratory Technician,24390,11,7,5,4.0,3.0,3.0,4,3,low
1645,No,Research & Development,1,Healthcare Representative,88370,18,3,1,3.0,4.0,3.0,2,3,medium
1646,No,Research & Development,2,Research Director,53430,14,13,0,3.0,2.0,4.0,3,3,medium
1647,Yes,Research & Development,4,Research Director,67280,22,7,7,2.0,3.0,4.0,2,4,medium
1648,Yes,Sales,2,Research Director,66520,25,4,1,1.0,4.0,3.0,3,4,medium
1649,No,Research & Development,1,Sales Executive,48500,12,3,1,4.0,2.0,3.0,3,3,low
1650,No,Research & Development,2,Sales Representative,28090,23,8,0,4.0,3.0,3.0,1,4,low
1651,Yes,Research & Development,2,Sales Executive,56890,15,1,0,1.0,3.0,3.0,2,3,medium
1652,Yes,Sales,1,Research Director,20010,22,3,0,2.0,1.0,3.0,4,4,low
1653,No,Research & Development,1,Research Scientist,29770,15,2,2,2.0,3.0,3.0,2,3,low
1654,No,Research & Development,1,Research Scientist,40250,11,10,9,2.0,4.0,2.0,3,3,low
1655,Yes,Research & Development,2,Laboratory Technician,37850,13,2,1,3.0,3.0,3.0,3,3,low
1656,No,Research & Development,1,Laboratory Technician,108540,14,9,6,2.0,4.0,3.0,3,3,high
1657,No,Research & Development,1,Sales Executive,120310,11,10,7,1.0,2.0,3.0,3,3,high
1658,No,Research & Development,2,Research Scientist,99360,17,14,1,4.0,4.0,3.0,2,3,medium
1659,No,Research & Development,1,Sales Representative,29660,18,11,6,2.0,3.0,2.7614364135407135,2,3,low
1660,No,Research & Development,2,Laboratory Technician,25710,14,20,5,2.0,3.0,3.0,3,3,low
1661,No,Research & Development,1,Research Scientist,99910,16,8,0,3.0,3.0,3.0,3,3,medium
1662,No,Research & Development,3,Research Director,61420,13,6,0,2.0,4.0,4.0,2,3,medium
1663,No,Research & Development,3,Sales Executive,53900,14,10,5,4.0,1.0,2.0,3,3,medium
1664,No,Research & Development,4,Sales Executive,44040,23,8,3,4.0,2.0,4.0,3,4,low
1665,Yes,Research & Development,2,Laboratory Technician,59930,12,7,1,2.0,3.0,2.0,3,3,medium
